Source,Target,Type,Weight,book,Id
Harys-Swyft,Jaime-Lannister,Undirected,3,1,Harys-Swyft
Heward,Jory-Cassel,Undirected,5,1,Heward
Heward,Wyl-(guard),Undirected,3,1,Heward
High-Septon-(fat_one),Joffrey-Baratheon,Undirected,4,1,High-Septon-(fat_one)
Hobb,Jon-Snow,Undirected,5,1,Hobb
Hodor,Luwin,Undirected,10,1,Hodor
Hodor,Nan,Undirected,8,1,Hodor
Hodor,Robb-Stark,Undirected,5,1,Hodor
Hosteen-Frey,Jared-Frey,Undirected,3,1,Hosteen-Frey
Hoster-Tully,Lysa-Arryn,Undirected,3,1,Hoster-Tully
Hoster-Tully,Robert-Baratheon,Undirected,3,1,Hoster-Tully
Hugh,Jon-Arryn,Undirected,3,1,Hugh
Hullen,Jory-Cassel,Undirected,5,1,Hullen
Hullen,Luwin,Undirected,3,1,Hullen
Hullen,Robb-Stark,Undirected,3,1,Hullen
Hullen,Rodrik-Cassel,Undirected,3,1,Hullen
Illyrio-Mopatis,Irri,Undirected,3,1,Illyrio-Mopatis
Illyrio-Mopatis,Jorah-Mormont,Undirected,7,1,Illyrio-Mopatis
Illyrio-Mopatis,Robert-Baratheon,Undirected,6,1,Illyrio-Mopatis
Illyrio-Mopatis,Viserys-Targaryen,Undirected,14,1,Illyrio-Mopatis
Ilyn-Payne,Jeyne-Poole,Undirected,3,1,Ilyn-Payne
Ilyn-Payne,Joffrey-Baratheon,Undirected,4,1,Ilyn-Payne
Ilyn-Payne,Loras-Tyrell,Undirected,3,1,Ilyn-Payne
Ilyn-Payne,Robert-Baratheon,Undirected,4,1,Ilyn-Payne
Ilyn-Payne,Sansa-Stark,Undirected,9,1,Ilyn-Payne
Ilyn-Payne,Varys,Undirected,5,1,Ilyn-Payne
Irri,Jhiqui,Undirected,14,1,Irri
Irri,Jhogo,Undirected,7,1,Irri
Irri,Jorah-Mormont,Undirected,4,1,Irri
Irri,Viserys-Targaryen,Undirected,5,1,Irri
Jafer-Flowers,Jaremy-Rykker,Undirected,3,1,Jafer-Flowers
Jaime-Lannister,Joffrey-Baratheon,Undirected,12,1,Jaime-Lannister
Jaime-Lannister,Jon-Arryn,Undirected,5,1,Jaime-Lannister
Jaime-Lannister,Jory-Cassel,Undirected,4,1,Jaime-Lannister
Jaime-Lannister,Kevan-Lannister,Undirected,4,1,Jaime-Lannister
Jaime-Lannister,Loras-Tyrell,Undirected,3,1,Jaime-Lannister
Jaime-Lannister,Lysa-Arryn,Undirected,6,1,Jaime-Lannister
Jaime-Lannister,Petyr-Baelish,Undirected,7,1,Jaime-Lannister
Jaime-Lannister,Renly-Baratheon,Undirected,4,1,Jaime-Lannister
Jaime-Lannister,Rickard-Karstark,Undirected,3,1,Jaime-Lannister
Jaime-Lannister,Robb-Stark,Undirected,9,1,Jaime-Lannister
Jaime-Lannister,Robert-Baratheon,Undirected,24,1,Jaime-Lannister
Jaime-Lannister,Rodrik-Cassel,Undirected,3,1,Jaime-Lannister
Jaime-Lannister,Sandor-Clegane,Undirected,12,1,Jaime-Lannister
Jaime-Lannister,Sansa-Stark,Undirected,3,1,Jaime-Lannister
Jaime-Lannister,Tyrion-Lannister,Undirected,36,1,Jaime-Lannister
Jaime-Lannister,Tywin-Lannister,Undirected,16,1,Jaime-Lannister
Jaime-Lannister,Varys,Undirected,3,1,Jaime-Lannister
Jaime-Lannister,Wyl-(guard),Undirected,3,1,Jaime-Lannister
Janos-Slynt,Joffrey-Baratheon,Undirected,4,1,Janos-Slynt
Janos-Slynt,Petyr-Baelish,Undirected,3,1,Janos-Slynt
Janos-Slynt,Pycelle,Undirected,3,1,Janos-Slynt
Janos-Slynt,Robert-Baratheon,Undirected,4,1,Janos-Slynt
Janos-Slynt,Sansa-Stark,Undirected,3,1,Janos-Slynt
Jaremy-Rykker,Jeor-Mormont,Undirected,11,1,Jaremy-Rykker
Jaremy-Rykker,Jon-Snow,Undirected,7,1,Jaremy-Rykker
Jeor-Mormont,Jon-Snow,Undirected,81,1,Jeor-Mormont
Jeor-Mormont,Robert-Baratheon,Undirected,4,1,Jeor-Mormont
Jeor-Mormont,Samwell-Tarly,Undirected,8,1,Jeor-Mormont
Jeor-Mormont,Tyrion-Lannister,Undirected,23,1,Jeor-Mormont
Jeor-Mormont,Yoren,Undirected,3,1,Jeor-Mormont
Jeyne-Poole,Loras-Tyrell,Undirected,4,1,Jeyne-Poole
Jeyne-Poole,Mordane,Undirected,7,1,Jeyne-Poole
Jeyne-Poole,Robert-Baratheon,Undirected,3,1,Jeyne-Poole
Jeyne-Poole,Sansa-Stark,Undirected,27,1,Jeyne-Poole
Jhiqui,Jorah-Mormont,Undirected,4,1,Jhiqui
Jhogo,Jorah-Mormont,Undirected,5,1,Jhogo
Jhogo,Mirri-Maz-Duur,Undirected,3,1,Jhogo
Joffrey-Baratheon,Jon-Snow,Undirected,10,1,Joffrey-Baratheon
Joffrey-Baratheon,Loras-Tyrell,Undirected,3,1,Joffrey-Baratheon
Joffrey-Baratheon,Meryn-Trant,Undirected,3,1,Joffrey-Baratheon
Joffrey-Baratheon,Mordane,Undirected,9,1,Joffrey-Baratheon
Joffrey-Baratheon,Mycah,Undirected,14,1,Joffrey-Baratheon
Joffrey-Baratheon,Myrcella-Baratheon,Undirected,5,1,Joffrey-Baratheon
Joffrey-Baratheon,Petyr-Baelish,Undirected,11,1,Joffrey-Baratheon
Joffrey-Baratheon,Pycelle,Undirected,4,1,Joffrey-Baratheon
Joffrey-Baratheon,Renly-Baratheon,Undirected,9,1,Joffrey-Baratheon
Joffrey-Baratheon,Robb-Stark,Undirected,19,1,Joffrey-Baratheon
Joffrey-Baratheon,Robert-Baratheon,Undirected,30,1,Joffrey-Baratheon
Joffrey-Baratheon,Rodrik-Cassel,Undirected,9,1,Joffrey-Baratheon
Joffrey-Baratheon,Sandor-Clegane,Undirected,24,1,Joffrey-Baratheon
Joffrey-Baratheon,Sansa-Stark,Undirected,87,1,Joffrey-Baratheon
Joffrey-Baratheon,Stannis-Baratheon,Undirected,7,1,Joffrey-Baratheon
Joffrey-Baratheon,Tommen-Baratheon,Undirected,8,1,Joffrey-Baratheon
Joffrey-Baratheon,Tyrion-Lannister,Undirected,13,1,Joffrey-Baratheon
Joffrey-Baratheon,Tywin-Lannister,Undirected,3,1,Joffrey-Baratheon
Joffrey-Baratheon,Varys,Undirected,7,1,Joffrey-Baratheon
Jommo,Ogo,Undirected,3,1,Jommo
Jon-Arryn,Lysa-Arryn,Undirected,12,1,Jon-Arryn
Jon-Arryn,Petyr-Baelish,Undirected,4,1,Jon-Arryn
Jon-Arryn,Pycelle,Undirected,11,1,Jon-Arryn
Jon-Arryn,Robert-Baratheon,Undirected,32,1,Jon-Arryn
Jon-Arryn,Stannis-Baratheon,Undirected,13,1,Jon-Arryn
Jon-Arryn,Tyrion-Lannister,Undirected,5,1,Jon-Arryn
Jon-Arryn,Varys,Undirected,5,1,Jon-Arryn
Jon-Snow,Jory-Cassel,Undirected,3,1,Jon-Snow
Jon-Snow,Luwin,Undirected,10,1,Jon-Snow
Jon-Snow,Matthar,Undirected,3,1,Jon-Snow
Jon-Snow,Mordane,Undirected,4,1,Jon-Snow
Jon-Snow,Othor,Undirected,5,1,Jon-Snow
Jon-Snow,Pypar,Undirected,45,1,Jon-Snow
Jon-Snow,Rast,Undirected,8,1,Jon-Snow
Jon-Snow,Rickon-Stark,Undirected,11,1,Jon-Snow
Jon-Snow,Robb-Stark,Undirected,53,1,Jon-Snow
Jon-Snow,Robert-Baratheon,Undirected,18,1,Jon-Snow
Jon-Snow,Rodrik-Cassel,Undirected,3,1,Jon-Snow
Jon-Snow,Samwell-Tarly,Undirected,81,1,Jon-Snow
Jon-Snow,Sansa-Stark,Undirected,8,1,Jon-Snow
Jon-Snow,Theon-Greyjoy,Undirected,8,1,Jon-Snow
Jon-Snow,Todder,Undirected,13,1,Jon-Snow
Jon-Snow,Tyrion-Lannister,Undirected,56,1,Jon-Snow
Jon-Snow,Yoren,Undirected,6,1,Jon-Snow
Jon-Umber-(Greatjon),Maege-Mormont,Undirected,5,1,Jon-Umber-(Greatjon)
Jon-Umber-(Greatjon),Rickard-Karstark,Undirected,7,1,Jon-Umber-(Greatjon)
Jon-Umber-(Greatjon),Robb-Stark,Undirected,8,1,Jon-Umber-(Greatjon)
Jon-Umber-(Greatjon),Roose-Bolton,Undirected,3,1,Jon-Umber-(Greatjon)
Jon-Umber-(Greatjon),Theon-Greyjoy,Undirected,5,1,Jon-Umber-(Greatjon)
Jon-Umber-(Greatjon),Tywin-Lannister,Undirected,3,1,Jon-Umber-(Greatjon)
Jonos-Bracken,Tytos-Blackwood,Undirected,3,1,Jonos-Bracken
Jorah-Mormont,Mirri-Maz-Duur,Undirected,5,1,Jorah-Mormont
Jorah-Mormont,Qotho,Undirected,7,1,Jorah-Mormont
Jorah-Mormont,Rhaegar-Targaryen,Undirected,5,1,Jorah-Mormont
Jorah-Mormont,Robert-Baratheon,Undirected,3,1,Jorah-Mormont
Jorah-Mormont,Viserys-Targaryen,Undirected,15,1,Jorah-Mormont
Jory-Cassel,Mordane,Undirected,3,1,Jory-Cassel
Jory-Cassel,Petyr-Baelish,Undirected,8,1,Jory-Cassel
Jory-Cassel,Robb-Stark,Undirected,9,1,Jory-Cassel
Jory-Cassel,Robert-Baratheon,Undirected,7,1,Jory-Cassel
Jory-Cassel,Rodrik-Cassel,Undirected,5,1,Jory-Cassel
Jory-Cassel,Sansa-Stark,Undirected,9,1,Jory-Cassel
Jory-Cassel,Stannis-Baratheon,Undirected,3,1,Jory-Cassel
Jory-Cassel,Theon-Greyjoy,Undirected,3,1,Jory-Cassel
Jory-Cassel,Tomard,Undirected,5,1,Jory-Cassel
Jory-Cassel,Vayon-Poole,Undirected,5,1,Jory-Cassel
Jory-Cassel,Wyl-(guard),Undirected,6,1,Jory-Cassel
Joseth,Luwin,Undirected,3,1,Joseth
Jyck,Morrec,Undirected,5,1,Jyck
Jyck,Tyrion-Lannister,Undirected,6,1,Jyck
Karyl-Vance,Marq-Piper,Undirected,3,1,Karyl-Vance
Kevan-Lannister,Tyrion-Lannister,Undirected,15,1,Kevan-Lannister
Kevan-Lannister,Tywin-Lannister,Undirected,9,1,Kevan-Lannister
Kurleket,Tyrion-Lannister,Undirected,5,1,Kurleket
Lancel-Lannister,Robert-Baratheon,Undirected,3,1,Lancel-Lannister
Leo-Lefford,Tyrion-Lannister,Undirected,4,1,Leo-Lefford
Loras-Tyrell,Mace-Tyrell,Undirected,3,1,Loras-Tyrell
Loras-Tyrell,Petyr-Baelish,Undirected,5,1,Loras-Tyrell
Loras-Tyrell,Renly-Baratheon,Undirected,5,1,Loras-Tyrell
Loras-Tyrell,Robert-Baratheon,Undirected,4,1,Loras-Tyrell
Loras-Tyrell,Rodrik-Cassel,Undirected,3,1,Loras-Tyrell
Loras-Tyrell,Sandor-Clegane,Undirected,4,1,Loras-Tyrell
Loras-Tyrell,Sansa-Stark,Undirected,14,1,Loras-Tyrell
Luwin,Nan,Undirected,4,1,Luwin
Luwin,Osha,Undirected,16,1,Luwin
Luwin,Rickard-Karstark,Undirected,3,1,Luwin
Luwin,Rickon-Stark,Undirected,9,1,Luwin
Luwin,Robb-Stark,Undirected,20,1,Luwin
Luwin,Rodrik-Cassel,Undirected,3,1,Luwin
Luwin,Theon-Greyjoy,Undirected,10,1,Luwin
Luwin,Tommen-Baratheon,Undirected,3,1,Luwin
Luwin,Tyrion-Lannister,Undirected,10,1,Luwin
Lyanna-Stark,Robert-Baratheon,Undirected,9,1,Lyanna-Stark
Lyanna-Stark,Sansa-Stark,Undirected,4,1,Lyanna-Stark
Lyn-Corbray,Lysa-Arryn,Undirected,3,1,Lyn-Corbray
Lysa-Arryn,Petyr-Baelish,Undirected,4,1,Lysa-Arryn
Lysa-Arryn,Robert-Arryn,Undirected,8,1,Lysa-Arryn
Lysa-Arryn,Robert-Baratheon,Undirected,5,1,Lysa-Arryn
Lysa-Arryn,Stannis-Baratheon,Undirected,4,1,Lysa-Arryn
Lysa-Arryn,Tyrion-Lannister,Undirected,25,1,Lysa-Arryn
Lysa-Arryn,Vardis-Egen,Undirected,5,1,Lysa-Arryn
Mace-Tyrell,Paxter-Redwyne,Undirected,3,1,Mace-Tyrell
Maege-Mormont,Rickard-Karstark,Undirected,3,1,Maege-Mormont
Maegor-I-Targaryen,Sansa-Stark,Undirected,4,1,Maegor-I-Targaryen
Marillion,Rodrik-Cassel,Undirected,5,1,Marillion
Marillion,Tyrion-Lannister,Undirected,10,1,Marillion
Marillion,Willis-Wode,Undirected,4,1,Marillion
Marq-Piper,Tywin-Lannister,Undirected,3,1,Marq-Piper
Meryn-Trant,Robert-Baratheon,Undirected,3,1,Meryn-Trant
Meryn-Trant,Sandor-Clegane,Undirected,4,1,Meryn-Trant
Meryn-Trant,Sansa-Stark,Undirected,5,1,Meryn-Trant
Meryn-Trant,Syrio-Forel,Undirected,5,1,Meryn-Trant
Mirri-Maz-Duur,Qotho,Undirected,9,1,Mirri-Maz-Duur
Mord,Tyrion-Lannister,Undirected,20,1,Mord
Mordane,Myrcella-Baratheon,Undirected,12,1,Mordane
Mordane,Petyr-Baelish,Undirected,3,1,Mordane
Mordane,Robert-Baratheon,Undirected,7,1,Mordane
Mordane,Sansa-Stark,Undirected,43,1,Mordane
Morrec,Tyrion-Lannister,Undirected,5,1,Morrec
Mycah,Sandor-Clegane,Undirected,5,1,Mycah
Mycah,Sansa-Stark,Undirected,10,1,Mycah
Myrcella-Baratheon,Robert-Baratheon,Undirected,3,1,Myrcella-Baratheon
Myrcella-Baratheon,Sansa-Stark,Undirected,8,1,Myrcella-Baratheon
Myrcella-Baratheon,Tommen-Baratheon,Undirected,6,1,Myrcella-Baratheon
Nan,Robb-Stark,Undirected,4,1,Nan
Osha,Robb-Stark,Undirected,3,1,Osha
Petyr-Baelish,Pycelle,Undirected,14,1,Petyr-Baelish
Petyr-Baelish,Renly-Baratheon,Undirected,12,1,Petyr-Baelish
Petyr-Baelish,Robert-Baratheon,Undirected,30,1,Petyr-Baelish
Petyr-Baelish,Rodrik-Cassel,Undirected,7,1,Petyr-Baelish
Petyr-Baelish,Sandor-Clegane,Undirected,3,1,Petyr-Baelish
Petyr-Baelish,Sansa-Stark,Undirected,8,1,Petyr-Baelish
Petyr-Baelish,Tomard,Undirected,4,1,Petyr-Baelish
Petyr-Baelish,Tyrion-Lannister,Undirected,11,1,Petyr-Baelish
Petyr-Baelish,Varys,Undirected,29,1,Petyr-Baelish
Pycelle,Renly-Baratheon,Undirected,7,1,Pycelle
Pycelle,Robert-Baratheon,Undirected,26,1,Pycelle
Pycelle,Sansa-Stark,Undirected,8,1,Pycelle
Pycelle,Stannis-Baratheon,Undirected,3,1,Pycelle
Pycelle,Tywin-Lannister,Undirected,4,1,Pycelle
Pycelle,Varys,Undirected,17,1,Pycelle
Pypar,Rast,Undirected,4,1,Pypar
Pypar,Samwell-Tarly,Undirected,11,1,Pypar
Pypar,Todder,Undirected,8,1,Pypar
Qotho,Quaro,Undirected,4,1,Qotho
Quaro,Rakharo,Undirected,6,1,Quaro
Randyll-Tarly,Samwell-Tarly,Undirected,5,1,Randyll-Tarly
Rast,Samwell-Tarly,Undirected,3,1,Rast
Raymun-Darry,Robert-Baratheon,Undirected,8,1,Raymun-Darry
Renly-Baratheon,Robb-Stark,Undirected,3,1,Renly-Baratheon
Renly-Baratheon,Robert-Baratheon,Undirected,42,1,Renly-Baratheon
Renly-Baratheon,Sandor-Clegane,Undirected,7,1,Renly-Baratheon
Renly-Baratheon,Sansa-Stark,Undirected,5,1,Renly-Baratheon
Renly-Baratheon,Stannis-Baratheon,Undirected,19,1,Renly-Baratheon
Renly-Baratheon,Tyrion-Lannister,Undirected,4,1,Renly-Baratheon
Renly-Baratheon,Varys,Undirected,9,1,Renly-Baratheon
Rhaegar-Targaryen,Robert-Baratheon,Undirected,22,1,Rhaegar-Targaryen
Rhaegar-Targaryen,Sansa-Stark,Undirected,3,1,Rhaegar-Targaryen
Rhaegar-Targaryen,Tywin-Lannister,Undirected,4,1,Rhaegar-Targaryen
Rhaegar-Targaryen,Viserys-Targaryen,Undirected,5,1,Rhaegar-Targaryen
Rickard-Karstark,Robb-Stark,Undirected,9,1,Rickard-Karstark
Rickard-Karstark,Roose-Bolton,Undirected,3,1,Rickard-Karstark
Rickon-Stark,Robb-Stark,Undirected,20,1,Rickon-Stark
Rickon-Stark,Sansa-Stark,Undirected,8,1,Rickon-Stark
Rickon-Stark,Tyrion-Lannister,Undirected,4,1,Rickon-Stark
Robb-Stark,Robert-Baratheon,Undirected,6,1,Robb-Stark
Robb-Stark,Rodrik-Cassel,Undirected,15,1,Robb-Stark
Robb-Stark,Roose-Bolton,Undirected,6,1,Robb-Stark
Robb-Stark,Samwell-Tarly,Undirected,4,1,Robb-Stark
Robb-Stark,Sansa-Stark,Undirected,13,1,Robb-Stark
Robb-Stark,Stiv,Undirected,3,1,Robb-Stark
Robb-Stark,Theon-Greyjoy,Undirected,37,1,Robb-Stark
Robb-Stark,Torrhen-Karstark,Undirected,3,1,Robb-Stark
Robb-Stark,Tyrion-Lannister,Undirected,11,1,Robb-Stark
Robb-Stark,Tywin-Lannister,Undirected,9,1,Robb-Stark
Robb-Stark,Walder-Frey,Undirected,7,1,Robb-Stark
Robb-Stark,Wendel-Manderly,Undirected,3,1,Robb-Stark
Robb-Stark,Yoren,Undirected,3,1,Robb-Stark
Robert-Arryn,Tyrion-Lannister,Undirected,9,1,Robert-Arryn
Robert-Baratheon,Sandor-Clegane,Undirected,9,1,Robert-Baratheon
Robert-Baratheon,Sansa-Stark,Undirected,26,1,Robert-Baratheon
Robert-Baratheon,Stannis-Baratheon,Undirected,21,1,Robert-Baratheon
Robert-Baratheon,Tommen-Baratheon,Undirected,3,1,Robert-Baratheon
Robert-Baratheon,Tyrion-Lannister,Undirected,18,1,Robert-Baratheon
Robert-Baratheon,Tywin-Lannister,Undirected,13,1,Robert-Baratheon
Robert-Baratheon,Varys,Undirected,36,1,Robert-Baratheon
Robert-Baratheon,Vayon-Poole,Undirected,3,1,Robert-Baratheon
Robert-Baratheon,Viserys-Targaryen,Undirected,7,1,Robert-Baratheon
Rodrik-Cassel,Theon-Greyjoy,Undirected,6,1,Rodrik-Cassel
Rodrik-Cassel,Tyrion-Lannister,Undirected,10,1,Rodrik-Cassel
Rodrik-Cassel,Willis-Wode,Undirected,7,1,Rodrik-Cassel
Roose-Bolton,Tywin-Lannister,Undirected,4,1,Roose-Bolton
Sandor-Clegane,Sansa-Stark,Undirected,23,1,Sandor-Clegane
Sandor-Clegane,Tyrion-Lannister,Undirected,5,1,Sandor-Clegane
Sansa-Stark,Stannis-Baratheon,Undirected,3,1,Sansa-Stark
Sansa-Stark,Tomard,Undirected,3,1,Sansa-Stark
Sansa-Stark,Tyrion-Lannister,Undirected,3,1,Sansa-Stark
Sansa-Stark,Varys,Undirected,4,1,Sansa-Stark
Shae,Tyrion-Lannister,Undirected,12,1,Shae
Shagga,Timett,Undirected,4,1,Shagga
Shagga,Tyrion-Lannister,Undirected,17,1,Shagga
Shagga,Ulf-son-of-Umar,Undirected,4,1,Shagga
Stannis-Baratheon,Tywin-Lannister,Undirected,4,1,Stannis-Baratheon
Stannis-Baratheon,Varys,Undirected,5,1,Stannis-Baratheon
Stevron-Frey,Walder-Frey,Undirected,3,1,Stevron-Frey
Theon-Greyjoy,Tyrion-Lannister,Undirected,3,1,Theon-Greyjoy
Theon-Greyjoy,Tywin-Lannister,Undirected,3,1,Theon-Greyjoy
Theon-Greyjoy,Walder-Frey,Undirected,4,1,Theon-Greyjoy
Timett,Tyrion-Lannister,Undirected,3,1,Timett
Tommen-Baratheon,Tyrion-Lannister,Undirected,3,1,Tommen-Baratheon
Tyrion-Lannister,Tywin-Lannister,Undirected,40,1,Tyrion-Lannister
Tyrion-Lannister,Vardis-Egen,Undirected,9,1,Tyrion-Lannister
Tyrion-Lannister,Varys,Undirected,3,1,Tyrion-Lannister
Tyrion-Lannister,Willis-Wode,Undirected,4,1,Tyrion-Lannister
Tyrion-Lannister,Yoren,Undirected,10,1,Tyrion-Lannister
Tywin-Lannister,Varys,Undirected,4,1,Tywin-Lannister
Tywin-Lannister,Walder-Frey,Undirected,8,1,Tywin-Lannister
Waymar-Royce,Will-(prologue),Undirected,18,1,Waymar-Royce
